A15-A34,2021/11/26 00:00:00,16470
A35-A59,2021/12/30 00:00:00,14734
A60-A79,2021/11/19 00:00:00,7443
A15-A34,2021/08/18 00:00:00,3824
A05-A14,2020/10/04 00:00:00,88
A35-A59,2022/01/30 00:00:00,26290
A35-A59,2021/10/07 00:00:00,3224
A15-A34,2021/10/01 00:00:00,2664
A35-A59,2020/05/22 00:00:00,183
A80+,2021/08/13 00:00:00,67
A15-A34,2021/06/21 00:00:00,192
unbekannt,2022/03/17 00:00:00,485
unbekannt,2021/11/05 00:00:00,7
A60-A79,2021/08/19 00:00:00,335
A60-A79,2021/05/07 00:00:00,1887
A80+,2020/12/30 00:00:00,3377
A80+,2022/06/06 00:00:00,268
A00-A04,2020/12/09 00:00:00,392
A35-A59,2021/11/15 00:00:00,12500
A00-A04,2020/12/08 00:00:00,337
A35-A59,2022/03/07 00:00:00,60710
A80+,2022/06/25 00:00:00,347
A15-A34,2021/06/02 00:00:00,1454
A60-A79,2022/05/07 00:00:00,3868
A05-A14,2022/02/03 00:00:00,52700
A05-A14,2021/08/10 00:00:00,740
A05-A14,2021/01/08 00:00:00,1041
A00-A04,2021/06/15 00:00:00,87
A00-A04,2020/06/16 00:00:00,26
A15-A34,2022/05/13 00:00:00,16988
A35-A59,2022/01/01 00:00:00,4966
A05-A14,2021/09/08 00:00:00,2908
A35-A59,2020/11/15 00:00:00,3340
A35-A59,2020/06/11 00:00:00,98
A35-A59,2020/05/03 00:00:00,161
A00-A04,2021/11/09 00:00:00,1102
A35-A59,2021/12/31 00:00:00,9875
A05-A14,2021/03/02 00:00:00,837
A35-A59,2022/01/10 00:00:00,18082
A15-A34,2020/07/01 00:00:00,165
A60-A79,2020/06/16 00:00:00,38
A60-A79,2022/02/14 00:00:00,12831
A05-A14,2021/08/29 00:00:00,711
A60-A79,2021/11/10 00:00:00,5887
A05-A14,2021/11/28 00:00:00,4476
A15-A34,2021/07/01 00:00:00,319
A60-A79,2021/06/15 00:00:00,130
A00-A04,2021/02/24 00:00:00,333
A80+,2020/02/27 00:00:00,1
A00-A04,2021/05/07 00:00:00,647
A80+,2020/08/14 00:00:00,24
A05-A14,2022/07/10 00:00:00,1
A80+,2021/07/05 00:00:00,9
A15-A34,2021/07/10 00:00:00,435
unbekannt,2022/01/20 00:00:00,110
A60-A79,2020/11/11 00:00:00,2977
A60-A79,2021/06/06 00:00:00,125
A00-A04,2020/07/04 00:00:00,20
